TF	Target
CREB1	VEGFC
RFX1	SLITRK5
MYB	LINC01551
FOXJ2	TYW5
POU3F3	CCDC184
USF1	GABARAP
REL	FOXK2
CEBPA	LRRC3B
FOXJ2	DLGAP1
AHR	ARK2C
POU5F1	ASB18
ATF1	GPM6B
SPI1	SYT11
HLF	MAP4K4
FOXA2	ZNF12
LMO2	LCOR
MYC	MGST1
STAT4	LINC00968
POU2F1	C1orf43
E2F2	LURAP1L
CUX1	LRRTM4
SP1	FMR1
CEBPA	ADGRF5
MEIS1	FABP7
FOXD3	EIF3J
E2F3	LINC01124
EGR1	MBOAT7
RBPJL	HES5
USF1	HSF1
YY1	TAB3
HEY1	OCLN
HSF1	HSF5
NFATC4	PPP1R36
POU3F2	GON7
FOXO4	UBALD1
CEBPA	TMEM74
NFIL3	LINC01622
LMO2	MIR136
LHX3	PACSIN3
ATF4	BCL2
BACH2	ATG9B
SOX9	MIR4456
E2F1	MUC4
CUX1	LRP12
EGR3	MACROH2A1
POU3F2	FGF10
ELK1	NGB
NFIL3	FIRRM
USF1	RFX5
ATF3	ATP5MC1
FOXL1	RRP36
DDIT3	GABRA1
ATF2	YWHAH
MYC	RFX3
ALX1	COLCA1
TP53	YTHDF2
USF1	MIR4647
HOXD10	HOXD9
HOXA9	GNAO1-DT
KLF12	ADGRG1
STAT5A	RBM14
FOSB	SFTPC
YY1	RIT1
MEIS1	GSC
JUNB	ACTBL2
YY1	RRP1B
ASCL1	CHRNA3
NFKB2	GFM2
TFAP2A	CRYM-AS1
TBP	SRRM2-AS1
TP53	UTP15
NFKB1	RRP9
ELK1	C17orf58
MXI1	NPW
GABPA	TIGAR
NFYC	MNS1
E2F4	DNAJC11
POU3F2	BHLHE41
SREBF2	HNRNPA3
SREBF1	FEN1
NR2F1	SCG3
TBP	SHISA2
EGR1	MIR4787
YY1	ECHDC3
YY1	PYCR2
E2F7	LRRFIP1
POU2F1	FSBP
FOXO1	RAB22A
JUN	FBXO4
SP1	CCDC18
AHR	FMR1
EGR1	CIAO1
SMAD4	BGN
ZIC2	PRMT1
POU2F2	PCDHB15
POU3F1	ASCL3
EGR3	GPR62
SP1	XKRX
MYC	KIF13A
AHR	PCDHGA8
RREB1	MAZ
TBP	RIPK4
ATF3	PFDN6
MXI1	RELL1
STAT5B	PAX5
MIF	SIAH3
REST	TMEM249
RORA	SPATA12
MYC	TOM1L2
RREB1	CACNA1G
MAX	ANKRD34A
NFIL3	RAB10
POU2F1	TECTA
USF1	OR6K2
ATF5	RAB11FIP3
ARNT	SEH1L
BACH1	GABARAPL1
ATF2	FAM117B
ELK1	ACTA2
ATF7	GGNBP2
USF1	CHST13
FOSL1	CPEB4
CEBPA	NCAM2
FOXA2	ATRX
FOXJ2	CDKN2B
E2F3	SNTA1
MYB	BICRAL
EGR1	FBXO15
MAX	MIR3199-2
USF1	AKAP11
HNF4A	SLC41A1
CREB1	HS6ST3
MYC	CHIC2
EGR2	ZBTB7A
E2F4	SLC6A2
ARID5B	C7orf33
FOXD1	MIR4529
USF1	ORC4
DDIT3	ANKS1B
RREB1	SRSF12
YY1	UBE2J1
KLF12	FBXO9
STAT2	PSD
STAT2	SPHK1
EGR1	SMIM10L2A
ATF7	FAM47E
PPARG	PPIH
FOXD1	TUSC1
HSF1	ABCB1
USF1	MPV17
POU2F2	H2BC4
SREBF2	UCN2
RORA	GRAMD1C
RFX1	SENP3-EIF4A1
SREBF1	SNX30
ZBTB6	OTOA
NFIC	MCCC2
TFAP2A	ZFYVE9
SP1	NTF4
E2F6	SPMIP1
TFAP2C	SPAG4
MAX	SURF2
FOXO1	CACNA1G-AS1
NFYC	BTG1
ARID5B	PDE6A
TFAP2C	ADAM17
AR	ACOX1
SPI1	GPN1
MYC	PLA2G6
JUN	TEX19
PBX1	SPON1
MYC	MIR199B
MYC	FAM118B
IKBKB	MMP9
PAX2	RPLP1
CUX1	CMTM2
YY1	MGAT4B
SP1	RUVBL1
ALX1	MIR329-2
ATF5	PDLIM3
WT1	CXXC5
TFAP2A	KCTD11
FOS	ZNF710
IRF7	FAM53A
ATF5	OXSR1
TCF4	ZYX
TAL1	ARHGAP5
STAT3	NWD2
JUN	FAM138B
REST	KCNH7
EGR1	MIR4712
MYC	TMPO
TFAP2C	GLS
CTCF	CRHBP
ATF1	ZMIZ1
MEF2A	MRAS
MYC	LAPTM4B
CREB3	ZNF516
ZNF382	MITF
ARID5B	CYP2R1
MXI1	PACSIN3
KLF12	PCDHGB3
NFKB2	TLR2
ARNT	AHDC1
POU3F1	PRDM1
TP53	MZF1-AS1
MEF2A	ZFAND5
FOSB	CAMKV
NR3C1	HOXC13
MYC	AHI1
SRY	ADAM28
STAT3	RALYL
MZF1	MYLIP
FOSL1	TTC31
E2F1	SLC26A7
MEIS1	PTPRCAP
MXI1	ARMC6
ELK1	VIRMA
NFKB1	SQSTM1
REL	SPATA32
MYC	DCAKD
E2F2	NBEAL2
GLI3	BMP5
TBP	KRTAP12-3
USF1	PPP2R3C
MYC	SORD
ATF6	ETV2
AHR	CARMIL3
STAT4	THAP8
ATF1	MIR9-2HG
ARNT	LNPK
E2F3	HS6ST3
MXI1	CKLF-CMTM1
EGR1	BEX4
EGR3	LRRC10B
FOSB	ASB5
SPI1	SLA2
EGR1	RPS24
USF1	DCTN4
GATA3	GPR158-AS1
AHR	CELF1
ATF7	ENOPH1
STAT1	GREM1
MAX	PHETA2
AHR	MIR1244-1
HNF1A	TTR
ZNF148	IRS2
POU2F2	EMBP1
TFAP2A	RHPN1
MYC	GMIP
RORA	CCDC141
YY1	IRF7
VSX2	RCAN1
POU2F1	MIR18B
FOXF2	CPSF4L
ARID5B	NTRK3
NR2F1	CITED1
ATF2	MAST1
SP1	KIF1B
EGR3	CNOT6L
MEF2A	MIR139
EGR2	RERE
TRIM28	ID1
SRY	CTTNBP2NL
ATF2	NRIP3
CTCF	TMEM178B
AHR	ATXN7L2
MYC	HEATR5B
AHR	PFN3
SRY	SLC25A29
MYC	RMND5A
MYC	TAP2
USF1	HOXC11
NFATC1	LINC00310
TFAP2C	TMEM178A
MYC	PPP2R2B-IT1
STAT5A	LURAP1
USF1	TMEM222
E2F1	H2BC17
TFAP2A	CEP112
RELA	FLT3LG
CEBPB	NNAT
RFX1	CDK2
POU2F2	DACT3-AS1
ATF3	ELMO3
GABPA	LINC02882
E2F2	PTBP3
HSF1	HSD17B6
SP1	COPS7B
EGR1	HECA
MXI1	NAA10
MAX	NACA4P
YY1	TMEM222
SP1	FCAR
NFATC2	IL22
PAX5	MIR1244-2
MYC	LINC01011
E2F6	PRDM8
RFX1	GRM3
TP53	DMAP1
RELA	AP1S2
TFAP2A	SLC39A6
ATF3	SSTR2
FOSL1	KCNH3
E2F3	CDK1
SREBF1	TRIM34
NFYA	MIR1224
E2F4	EIF4A1
NFATC1	IL12RB1
POU2F1	MAPKBP1
TCF4	H3-3B
ABL1	CDKN1A
HNF1A	UNC50
MAX	MIR1293
SREBF2	ACLY
POU2F1	ZIC1
SP1	EIF5
PAX5	MECP2
E2F5	PLEKHJ1
ATF7	KCNK12
BACH2	THAP10
MAX	RASSF2
NFE2L1	BRICD5
KLF12	KIFC2
TBP	GOLPH3
ATF6	CNNM4
USF1	ZNF800
CUX1	XKR4
ARNT	LINC02381
TCF3	THBD
HNF4A	SLC25A28
SREBF1	ALOX12-AS1
FOXO1	OR4D11
TP53	PEAK1
MYC	SLC22A4
HNF1A	FGFR4
E2F4	TMEM179B
STAT1	FBXO36
AHR	EFCAB5
YY1	SUPV3L1
MYC	LEPR
FOS	SNORD114-21
ATF4	RHBDL1
NFIL3	SHISA3
NFE2L1	CCDC97
EGR1	BLMH
IRF1	COL4A6
FOXO4	GPR52
IRF7	CASZ1
TCF4	HTR3A
GNAI1	IL12A
E2F5	HOXB9
FOXO1	IL6
POU2F1	MTERF1
VSX2	SULT1A1
NFE2L1	KMT2B
TFAP2A	PCYOX1
E2F4	PAX6
REST	RIMBP3C
GABPA	HYCC2
RELA	LIPE
TFAP2A	TIMP4
HNF1A	LCT
ATF6	RNF32
MIF	BMP2
STAT3	CLEC1B
FOXO3B	DOCK3
ESR1	MIR3187
MZF1	KCNC1
GATA1	SLC22A16
MAPK1	IL18
NFKB1	LINC00466
ARNT	IQGAP2
MAX	ZNF583
RARG	TPO
ARNT	HIC2
SP1	EPHB3
STAT2	CREM
RREB1	BCL3
ATF4	TMEM86A
GATA2	ZNF282
HSF2	MBD1
TP53	LSR
MZF1	SAMD14
ATF4	CREM
MZF1	PHF12
TP53	RSBN1
FOXO4	CDK5R1
CTCF	ZNF317
EGR1	HSPA4
FOXC1	MIR4762
SREBF2	ATP6V1H
EGR1	RNASEH1-DT
ETV4	GNRHR
NFIC	PIR
FOXD3	YTHDF3
SP1	NPC2
FOXF2	MIR1275
MEF2A	XIRP2
SREBF2	HOXA11
SREBF1	PPP1R14D
STAT4	CDK16
ATF2	ITPRID2
FOXF2	NKX1-2
CTCF	KCNJ5-AS1
ATF2	SLC8A3
EGR2	TFAP4
MYC	ASXL1
MYC	HERC1
E2F7	NTRK3
STAT3	ARHGAP44
POU5F1	ABTB3
TFAP2C	ZNF608
E2F3	ARHGAP1
MZF1	SGSM2
MAPK3	EGR1
HOXA9	PCNX3
PPARG	APOM
TP53	PCDHA1
TGIF1	NPS
MYC	ZBTB37
E2F7	EPS15L1
TFAP2A	SGTB
KLF12	FZD10
POU3F1	HSPE1-MOB4
ZIC2	DYNLT3
MYC	YDJC
MYC	MBD6
FOXD3	SNORD79
AHR	GRIN2A
EGR1	FIZ1
EGR3	POU3F1
TWIST1	MIR10B
TOPORS	SLC1A4
SP1	IRX5
EGR2	JADE2
MYC	TGIF2-RAB5IF
PPARG	ROM1
MZF1	EHF
CUX1	SYN1
NFE2L1	VTN
MYC	GIMAP7
FOXO1	CCDC97
MXI1	SMIM1
MYC	RABEPK
GATA4	FABP2
AHR	THAP1
NFE2L1	FANCM
FOXO3B	TSPYL4
USF1	EZH1
TFAP2A	ZNF766
STAT3	OPRM1
NFE2L1	PSMD13
RREB1	C15orf62
ARNT	PTBP1
POU3F1	ARPP21
EGR1	ISY1-RAB43
SP1	RDH13
SP1	COX8C
REST	MIR3124
POU2F1	APC
VSX2	MSX1
POU3F1	PRICKLE2
ATF7	PAX6
SREBF1	RAI14
NFIL3	EBF3
HNF1A	FGD3
CREB1	MIR323A
TOPORS	MGAT3
E2F3	XKR7
NFKB1	SEPTIN8
RXRA	ADAMTS13
CEBPA	STC1
EGR2	CRIP2
ELK1	ZNF787
MAX	PURB
CTCF	SGSM1
E2F5	BACH1
EGR1	FASN
MEIS1	TMEM19
STAT1	MVP
POU2F1	HOXA3
SP1	MMP12
SIRT1	SHC1
GATA2	VPS18
TFAP2A	H3-3A
POU3F2	SNORA53
NFIC	ZNF205-AS1
ELK1	KIRREL2
TFAP2A	CARNMT1
STAT1	OR10A4
VSX2	LINC00926
STAT6	ELMO1
RXRG	FABP3
E2F1	MIR935
YY1	ZNF562
CREB3L2	PTGER4
ALX1	CA10
USF1	SNORD49A
NR2F2	SRR
RREB1	KLK10
STAT3	CSNK1G1
MYC	DDX59
NR0B1	AMH
USF1	WDSUB1
E2F5	PPIG
STAT3	PYGM
SREBF1	CD7
TP53	SOX4
MEIS1	OR2W3
PAX5	SART1
ATF7	ADRA2C
ESR1	MYCNOS
E2F1	SV2C
NFKB2	CCND1
EGR1	SDCBP
EGR3	LRP5
TAL1	MYH7B
EGR2	HNRNPDL
NKX2-2	RGS10
NFKB2	TNFRSF4
POU5F1	ANO7
STAT4	MED24
RARA	HSD17B1
REST	RHBDL3
POU5F1	DMD
HDAC2	SETDB1
MEIS1	NRP2
CTNNB1	FST
USF1	RAB5A
ATF2	KIF1A
TBP	KLHL40
NFYB	HBB
EGR2	SIN3A
STAT5A	UBA52
E2F1	AADAT
AR	CD36
ATF7	MIR4646
ETS2	CYP11A1
TFAP2C	HADHB
ATF3	UBA6
RREB1	PCNX3
PPARG	SIRT5
MYC	IL2
CUX1	AJUBA
HOXA9	OR9K2
MEF2A	KTN1
NFYC	CECR2
RORA	PARG
GATA1	MRPS10
POU3F2	BCORP1
FOSB	KCNH3
CEBPA	TMEM145
STAT2	ASB14
EGR3	RUNX1
MIF	SALL2
NFATC3	TMCO1
GATA2	TGFBR3
HSF1	NR2C2
EGR1	CD40LG
EGR1	MID2
MXI1	PRR3
ARNT	ALX1
FOXI1	EVX2
CUX1	GNG8
YY1	NDUFAF8
TFAP4	LINC00623
USF1	SLF2
MZF1	SERTAD3
TFAP2A	PLEKHA1
SP1	OLIG3
PAX2	NEUROD2
SREBF1	ASPSCR1
JUNB	SPMIP5
IRF7	LRRC19
VSX2	OSBPL3
MEIS1	NRAP
TFAP2A	RGL3
FOXO4	PDZD7
POU2F1	TRIM46
FOXD3	LINC01060
MXI1	SLC1A5
MYC	APH1A
TP53	PCDHA7
NFKB1	ADAM22
RORA	DBP
EGR1	TNFSF11
AHR	APLN
E2F2	TRPM2
RELA	KIF4A
NKX2-2	MYH2
SP1	FRMD6
ATF4	PLAU
ESR1	CDKN1B
FOXO3	PAPPA
NR3C1	PPP2R2C
TFAP2C	SNORD96A
FOSL1	NFATC1
GABPA	MIR1236
CUX1	RAPGEF2
STAT5B	FUT8
FOXL1	NTN1
EBF1	RHEX
EGR1	DHCR24
MYC	ANKRD12
RFX1	CCAR1
FOSB	SLC4A8
RFX1	DEFB124
POU2F1	MIR4803
SRY	NUP93
RORA	KIF24
PAX4	ISL1
TFAP2A	SNORD74
E2F7	AMIGO1
GATA1	TRIM44
TP53	RASSF2
EGR1	ZBTB18
DNMT1	IL3
PPARG	SMIM1
ATF4	LINC00602
STAT3	POLR1A
MYC	TTLL3
MYC	CMTM7
ZBTB6	PIBF1
LMO2	C22orf31
FOXJ2	CLDN10
SPI1	MIR4530
MAX	PAGE5
E2F2	ZFX
TFAP2A	HMGCS2
ATF1	LOX
GATA2	SLC13A3
ELK1	KIAA0753
REST	RCVRN
USF1	LINC01465
RARB	FGFR1
BACH2	SYNPO
NFYC	H2AC4
PAX5	RTF1
NFE2L1	MIR1178
POU3F1	CASKIN2
SREBF1	HOXC11
FOXJ2	INPP5F
E2F6	HAUS8
PAX5	SCARF2
REL	FCHSD1
E2F4	FABP5P3
YY1	TP73
POU2F1	SSTR1
STAT2	COQ8B
TBP	NRIP3
FOXO3	SMR3A
MYC	CTTN
TFAP2C	CCDC38
ETV4	CCND2
POU2F1	MIR568
FOXF2	FBXW7
EGR1	RNASEH1
BPTF	CYB5R1
ARNT	MIR1244-3
ATF2	NEDD1
PPARG	MYO18A
STAT3	SPEF1
TCF3	PSPN
POU2F1	CALD1
E2F3	DNAJB14
E2F1	ZNF350
POU3F2	JMJD1C
AHR	ZMIZ1
NFYA	RSRC2
STAT5A	ITIH4
ARNT	CHTF8
BCL6	CD80
POU2F1	KCNK13
TCF4	JADE1
ATF1	CAMKV
ELK1	CELF1
POU2F1	FREM1
RREB1	SYN1
MYC	ZNF318
GATA2	LINC01121
TBP	NEFM
SP1	PRELID3A
TFAP2C	MIR1258
TP53	SLC6A1-AS1
ATF6	LINC01220
CUX1	BRIX1
MAX	GLUD2
EGR1	FEV
EGR1	UBE2Q2P16
ZIC2	CIMAP1C
SRY	TH
CTCF	ARHGAP5-AS1
YY1	KCNN3
TFAP2C	TOR1AIP1
YY1	DOCK8
FOXF2	TMCC1
USF1	TCP10L
LMO2	PHF3
CUX1	TNNC2
FOS	TRPV3
FOXD1	TCEAL9
YY1	NR2C2
FOXC1	SNORA48
E2F2	POLD2
USF1	ELL
YY1	L3MBTL1
SP3	HBEGF
E2F2	PDCD7
ATF4	POMC
STAT2	NUB1
TAL1	FAM78A
EGR3	HDAC9
RELA	TASL
AR	BSG
MAFA	PC
FOXO3B	AKNAD1
BACH2	RARA
CTCF	RBBP8
PPARA	HMGCS1
PPARG	MIR4745
ZBTB6	OTOP2
SP1	KCNQ1
SMAD4	PTHLH
ARNT	CLUH
PAX6	RAB3C
ARNT	ANKRD63
TP53	CASP8
STAT5A	SLC9A1
JUNB	ST8SIA6
ELK1	NAA60
TFAP2C	S1PR4
MIF	RFX6
ATF2	ZBTB37
ATF5	MIR4310
EGR1	CHMP2B
WT1	HSPA1A
GABPA	GATD3
TFAP2A	MAFG
FOS	KLF10
HSF1	MIR5010
STAT5A	CLCN2
POU3F3	C12orf57
PAX2	SCRT2
ATF5	PNMA6A
REST	C19orf73
JUN	KCNE4
E2F4	MRPL12
XBP1	CAMK2D
RORA	TAFA1
E2F3	TP53I13
TFAP4	INTS11
MYC	CCDC107
FOXD3	LRRTM1
PGR	CHGA
ELK1	ZNF184
PAX5	KRTAP5-AS1
POU2F1	FBXW7
SREBF1	TMEM222
SREBF2	IRS4
FOXO3	ENPP2
HNF1A	MIR9-2
ELK1	SPATA24
FOSB	HPCA
E2F2	SLC6A4
E2F2	ACBD6
HDAC4	CA9
NKX2-2	PIR
POU3F1	HMX3
EGR1	POMZP3
JUND	ADORA1
CTCF	INSM2
NFATC4	FRMPD2B
USF1	TMEM131
BACH1	TYR
RXRA	THBD
SOX10	EDNRB
POU2F1	PSMF1
XBP1	SRPRA
FOXO3	CACNA1D
ELK1	COMMD5
ATF4	AHCYL2
CREB1	EYA4
FOXJ2	FHL1
POU3F2	MAP2K4P1
BPTF	ALOXE3
ESR1	GRM3
SOX9	LINC00693
JUN	BTBD18
ELK1	HES6
ATF6	BACH1
PAX2	CA3
ARNT	KCNA7
FOXO1	BACH2
NFKB1	COL18A1
FOS	NT5C2
BPTF	ZNG1A
GATA2	GDPD3
HNF1A	IRX4
E2F2	HERC2P2
PAX5	PSIP1
SMAD2	AHR
POU2F1	NIF3L1
STAT5A	ORAI3
MEF2A	CSMD3
NFIC	TIMM23
NFKB1	IGF2BP1
DMAP1	BAX
FOXJ2	MTFR1
E2F2	SPOCK3
EGR2	LNPK
USF1	RAMP2
JUND	TRPC5
PAX2	TBX5-AS1
USF1	SH3BP5
PAX5	MTIF2
E2F6	MIS12
E2F1	TERF2IP
ZBTB6	ISL1-DT
HIF1A	E2F3
RFX3	FGF1
KLF12	OXR1
EGR1	TIMM22
STAT3	GFRA1
POU3F2	MBD3L1
FOS	SLC49A4
EGR1	RPRML
SP1	HOXD12
RELB	NFATC1
E2F2	EN2
ALX1	NDUFC1
FOS	RABL2A
E2F3	PRPF38A
CTCF	U2AF1
TP53	SLC4A2
TFAP2C	ARL6
EGR3	LEF1
ESR1	CPT1B
GATA2	MGAT3
PAX6	PTPRA
AHR	LBX1-AS1
MYC	SMPD4
BACH2	PITPNM2-AS1
FOXA2	TBX4
EGR1	TRIM15
FOXA2	MIR4659B
TFAP2A	AHI1-DT
KLF12	PUM1
ATF1	TRB@
NFYA	LPIN1
IRF1	TMEM31
E2F4	MYCL1
HNF4A	GCC2
MIF	PLCB4
TOPORS	ZNF787
TBP	LINC01913
TFAP2C	KLHL24
CEBPB	SLCO1B3
STAT3	UBTF
CUX1	NRG1
NKX2-2	MIR222
ATF2	MAP9
MEF2A	NOL4L-DT
GATA1	MIR4256
E2F5	CHST14
JUNB	ZNF771
NFE2L1	FLJ40288
NFIL3	SMTNL2
CEBPA	WRN
USF1	MIR3143
SP1	ZNF174
HLF	MIR3936
ARNT	FITM2
STAT1	BAX
STAT3	SLC2A2
E2F7	NFIL3
TAL1	PRMT8
E2F6	C6orf52
BACH2	PPP2R5A
E2F2	BHLHE23
IRF1	ADAMTS17
MEF2A	RASAL2-AS1
CTCF	ARL2BP
TFAP2A	AUP1
MEF2A	FBP2
REST	GPIHBP1
SP1	MRPL44
CUX1	TXNRD3
IRF7	FCGR3B
IRF3	APOBEC3D
E2F2	MIR3615
BACH1	SLC25A45
PAX2	BACE2
NFKB1	LINC02363
EGR3	NPTXR
E2F2	HIST2H4A
PPARG	HOXB2
AHR	FAM171A2
MYB	ALOX5
TFAP2A	OIP5
MAX	IKZF3
NFATC3	PCDH12
REST	SKA3
RXRA	CYP1A1
EBF1	NKX3-1
NFKB1	NIBAN2
SP1	DRC3
FOXO3B	MAFF
POU3F1	GARIN3
RARA	ANXA8
ARID5B	CDC37L1
TEAD1	CCND3
PPARG	H3C15
ELK1	VPS26C
E2F1	PDE4B
POU5F1	SLC25A12
TFAP2C	LINC02026
RREB1	FARSA
NR3C1	MIR134
STAT2	LINC00558
SP1	IMP3
EGR1	KCNB1
VSX2	LINC01548
STAT1	ZFP36L1
GATA2	DLAT
USF1	NTSR2
RORA	TNNI2
STAT3	TMEM60
CUX1	TLE3
EGR1	RAVER1
NFKB1	PTEN
CTCF	SNORD9
CREB1	PTH
MIF	RRP36
E2F7	ATP2C2
CTCF	SHISA9
VSX2	OGDHL
E2F4	OARD1
GATA2	ZNF526
FOXI1	PNPLA6
E2F2	MRFAP1
NFATC3	ZEB2-AS1
EGR1	RPS13
ATF7	FOSB
XBP1	ADRA1B
STAT2	HOXB4
ZIC2	EVPL
STAT2	CASP7
POU5F1	C12orf57
CTCF	NKX3-2
FOXO3B	MOXD2P
ARID5B	SNORD76
NCOA1	KRT37
TFAP2A	BAIAP2
MAX	MSL3B
XBP1	CAMK2B
MIF	TMEFF2
ATF6	CABP7
SRF	PLN
EGR2	DTD1
SP1	SLC25A13
ATF2	MYBL2
ATF7	PRPF40A
ATF6	GPR158-AS1
RFX1	AQP11
EGR2	SCD5
MYC	POLM
E2F5	SNORD12B
XBP1	PRDM8
ARNT	RGS7BP
ARNT	CAMK2D
TFAP2A	CCDC68
PAX5	ANKHD1-EIF4EBP3
ATF4	ZCWPW1
SRF	NKRF
ALX1	MIR198
FOXI1	UBE2E3
LMO2	VGF
ATF5	ZMIZ1
NR3C1	DIXDC1
ATF2	SSTR2
ATF2	MXD1
RFX1	SKIL
ATF2	UCP1
HOXA9	PRRT1
E2F6	NSD3
FOXL1	SLC35G6
ATF5	TSPAN31
POU3F2	ALKBH8
E2F7	LURAP1L
CTCF	SOWAHC
ELK1	SLC35F6
DDIT3	TXNIP
USF1	SP1
TOPORS	HOXB6
FOXO3B	PCDH11X
NFYC	KIAA0319L
CTCF	SLC22A8
MYC	TNPO1
SREBF1	SLC4A4
SCD5	EGR2
MAX	TAF6
AHR	ARHGDIA
PPARG	AVPR1B
HOXA9	SYK
SRF	TTC39C
TP53	BCAR3-AS1
TFAP2A	ALG10
PAX5	CCNJL
TFAP2A	PINK1
USF1	POLI
NR2F1	MXI1
EGR2	CDYL
GATA1	TOX3
ETS2	ATP5B
FOXO4	SLC43A1
E2F3	TMEM179B
JUN	HFE
BACH2	USP3
RREB1	VEGFB
STAT5A	GATA3
MAX	WASHC2A
APEX1	RELA
MYC	TMEM187
MYC	JOSD2
AHR	SP4
CUX1	SOX11
MAX	GMPS
MEF2A	BRD8
NFYB	SMAD2
POU3F3	AMOT
HLF	DDX5
POU2F1	SEMA3E
E2F7	MIR130A
STAT2	RASL12
FOSB	CDK5
JUN	TENT5A
STAT5A	ATP5F1D
NFYC	GGH
E2F7	TAP1
NFE2L1	ABCF3
STAT1	ADGRG5
SP1	ZCCHC8
POU3F2	GSX1
SPI1	HDDC2
ATF3	SRP54
E2F2	DLG3
ATF1	PET117
FOXJ2	BTBD3
HIF1A	KCNA4
MYC	DPY19L2P3
MYC	SMAD7
JUNB	MIR592
ESR1	NOL3
NFKB1	TIMM50
STAT6	PLA2G3
YY1	ARHGEF9
TFAP2A	PPAT
TFAP4	STX8
IRF1	HMX2
FOXC1	ZNF438
MYC	CSTB
JUN	SLC7A3
NR3C1	SUOX
SP1	HTT-AS
TCF3	PPARA
E2F4	SIVA1
TOPORS	CXCR3
GLI2	BMP6
NKX2-2	MIR4657
ESR1	GLI1
TWIST2	ILK
POU2F1	H2BC12
GATA1	GDAP2
ATF6	MAP2K1
IRF7	ATXN7L3
POU2F1	IGFBP7-AS1
USF1	ZNRF4
RFX1	SDCBP2
POU2F1	FES
CUX1	TUBB4B
MEF2A	APOBEC2
FOXO1	HELZ
MYCN	HLA-C
POU2F1	NLRX1
FOSL1	MIR3661
POU3F3	EPC1
FOXO4	KC6
POU3F2	MIR29A
YY1	OR1I1
E2F4	ARHGAP36
POU2F1	NEFM
ELK1	BAG6
MYC	KPNA6
POU2F1	GNAO1-AS1
YY1	MAL
E2F1	FOXN4
POU2F2	WWC2-AS2
PBX1	FZD8
FOSB	PCDHGA4
E2F1	ZNF804A
USF1	ENC1
NFKB1	FGF2
DDIT3	KCTD9
TFAP2C	CCDC32
FOXO1	SMR3A
STAT1	VEGFC
TP53	LBX1
EGR2	SMARCD2
POU3F1	PKP3
RREB1	ABHD16B
ATF6	DNMBP
CUX1	RNF215
CTCF	RGSL1
E2F2	GTF3C2
YY1	BDNF-AS
MIF	MIR3665
BPTF	MEF2C
MYC	LRRC59
ATF1	CALCA
AHR	DTNB
TCF3	SRPRA
WT1	WT1
MIF	MARCHF4
E2F4	ARF3
FOXJ2	SNORA20
USF1	DPY19L2
MYC	PACRGL
EP300	ALOX15
POU3F2	CD84
POU3F1	RPL28
MXI1	PGPEP1
CREB1	MIR1281
POU3F2	NONO
USF1	FUNDC2
MYC	SLX1B-SULT1A4
STAT1	RNASE7
ARNT	TRAF3IP2-AS1
ATF7	TNS2-AS1
LMO2	HIC1
EGR2	TNFRSF12A
NKX3-1	TRPS1
RELB	ZBTB10
LMO2	ZNF32-AS2
NKX6-1	PIGA
NR2F2	MIR1197
SMAD3	MXD1
BACH1	CIMAP1C
E2F3	PABPC1
ETV3	MMP1
EP300	CRIM1-DT
PAX5	SDC1
ATF7	CXCR5
TGIF1	SNORD62B
TOPORS	PROSER3
MYC	TPT1
E2F7	MAPT
EGR1	ALKBH6
SREBF1	ATP6V0C
NFE2L1	SNORD63
XBP1	CAV1
REST	FSD2
TFAP2C	NPAS3
CEBPA	MAF
CUX1	DNAJC22
BPTF	ANKS1B
DDIT3	LASP1
TGIF1	PTPRD
ATF7	JUNB
ARNT	MIR9-3
EGR1	PGAM5
GABPA	ARMT1
REST	RETREG2
MYC	ZNF234
E2F1	TEPSIN
E2F7	MEIS1-AS3
CTCF	SSTR5
E2F7	RNF227
YY1	PCMTD1
MEIS1	SEPTIN4
STAT5A	MIR765
JUND	MIR632
KLF12	CD63
FOS	SH3KBP1
SREBF2	DHX35
SP1	FARSB
E2F1	NLRP5
CTCF	KCNF1
RELA	LPAR5
CTCF	KRTAP2-3
YY1	SLIRP
NR2F1	OR4F6
CTCF	SNAR-A13
RFX1	CSNK1G2
TFAP2A	MLEC
MYC	RPS13
USF1	DNPEP
TCF4	GFOD2
MYC	SUN5
RUNX1	BAALC
GATA1	USH1G
E2F6	NHLRC2
MAX	TASOR2
E2F4	UBR7
EGR1	TRIM10
SP1	MIR2861
RFX1	LRRC49
POU2F1	SP8
CTCF	DRD1
ELK1	ENPP6
FOXO3B	PIK3CA
MXI1	RAP2C
IRF7	ZNF385A
NFKB1	RAMP1
JUNB	SMO
TFAP2C	SMG7
POU2F1	SOX5
E2F7	TMX2
STAT5A	SLC44A3
TCF3	KIF26A
SP1	CAMK2N2
LMO2	CBLIF
TFAP2A	MIR3190
ARNT	FZD7
NFE2L1	DNAJC22
AHR	WHAMM
REST	ANKRD20A1
CREB1	GFAP
SP1	MAOB
JUND	LRRC74B
HLF	CASK
E2F2	GMPPB
NFE2	SMARCAD1
YY1	ZNF497
REST	TRIM62
REST	OR10A4
IRF1	H2AC20
CREB3	CPT1C
USF1	SF1
PBX1	MIR4437
KLF5	MMP9
E2F7	SCN8A
HNF4A	OTOP2
NFKB1	ID1
HLF	AHCTF1
FOXK2	SIN3A
SREBF2	PIGC
TP53	USP4
MYC	APOC1
POU5F1	FTMT
MYC	ASCL2
SRY	FBXO9
STAT4	PKLR
FOS	MICAL2
SP1	SCNN1G
